"Guild","b1_mean","b1_sd","b1_lo","b1_hi","b1_covered","range_mean","range_lo","range_hi","range_covered","sigma_mean","sigma_lo","sigma_hi","sigma_covered","WAIC_cov","WAIC_null","Delta_WAIC","logCPO"
"Water",-1.9110154461765,0.345673393156742,-2.58852284717747,-1.23350804517553,TRUE,3.75721839314066,1.96154737986938,5.95300727237216,TRUE,1.07088672226602,1.40055252663703,2.43987853639729,TRUE,-584.378589721968,-583.946190888406,0.432398833561365,291.286557042113
"Water",-1.6095001192609,0.262267391565741,-2.12353476104901,-1.09546547747278,TRUE,2.83916445742355,1.44022129426366,4.55207998507285,TRUE,0.886668708167011,1.20009220240099,2.1335604010838,TRUE,-496.227779639721,-488.745549143863,7.48223049585738,246.458132145753
"Water",-2.03442952034169,0.308728734315756,-2.63952672059321,-1.42933232009017,TRUE,3.04219330866183,1.74076807351754,4.57926321278507,TRUE,1.02614930619424,1.31938170122127,2.13992130995162,TRUE,-1071.73172489601,-1068.55252391437,3.17920098163995,532.906093236563
"Water",-1.79224402814294,0.268857871530504,-2.31919577330283,-1.26529228298306,TRUE,3.37062506319828,1.67073834117756,5.45387798389545,TRUE,0.827518350896913,1.29257043954191,2.33535393118376,TRUE,-522.667093512171,-519.668265012617,2.99882849955418,260.906373385974
"Water",-1.9474122145393,0.348773318271436,-2.63099535711984,-1.26382907195876,TRUE,5.44173575344657,2.070665687328,9.91717912213958,FALSE,1.19192431998631,1.43898078073614,3.14915530295658,TRUE,-270.554997919775,-255.578991538384,14.9760063813908,135.107156820717
"Water",-1.34236304917491,0.213926649346558,-1.76165157722749,-0.923074521122329,TRUE,4.26777841162551,1.70836579841586,7.60199697268134,TRUE,0.595679191122131,1.3070446811092,2.75717191569212,TRUE,-142.311979279139,-134.139715787547,8.17226349159236,71.1409401315876
"Water",-1.34747158536438,0.295066154916641,-1.92579062205771,-0.769152548671045,TRUE,6.26144857615575,2.43444445877863,11.4162669907643,FALSE,1.05306975383569,1.56027063638929,3.37879667792608,TRUE,-616.434789166402,-615.409755684908,1.02503348149435,308.127849971411
"Water",-1.37208488818477,0.227062335033946,-1.81711888709687,-0.927050889272669,TRUE,3.5044310801031,1.32406248085452,6.43434151083712,TRUE,0.722228470449296,1.1506791389673,2.53660038453776,TRUE,-254.538271309548,-259.522132896203,-4.98386158665502,127.177536282544
"Water",-1.60998405992961,0.272109889076195,-2.14330964235614,-1.07665847750308,TRUE,4.32488637918737,1.41514478509172,8.20036510654244,TRUE,0.873194360511254,1.18959858149366,2.86362796231327,TRUE,-106.072823684279,-97.7434160859437,8.32940759833488,52.9894476986198
"Water",-1.75395792880502,0.2142283482374,-2.17383777581782,-1.33407808179221,TRUE,3.11957457526138,1.21569135600394,5.629930046543,TRUE,0.5632121074287,1.10258394510529,2.37274736256159,FALSE,-378.224526084521,-366.779847313292,11.444678771229,189.02664692966
"Water",-1.10214132408078,0.264363925050835,-1.62028509599206,-0.583997552169492,TRUE,4.99670273433067,1.6500508527677,9.5410496569619,TRUE,0.82582213397369,1.28454305212698,3.088858957117,TRUE,41.6063178994553,42.4206501455083,0.814332246052984,-20.8137987003756
"Water",-1.53084126581692,0.268503965104559,-2.05709936712805,-1.00458316450578,TRUE,4.16202455718276,1.64547702790861,7.41004727181058,TRUE,0.867868241474982,1.28276148519848,2.72214020061616,TRUE,-594.497820697762,-592.608216421832,1.88960427592906,296.996600984717
"Water",-1.36546261168602,0.206750693944651,-1.7706865255962,-0.960238697775838,TRUE,3.02341643455694,1.3223691349807,5.15650168796772,TRUE,0.627750484071899,1.1499431007579,2.27079318476336,TRUE,-103.791186491717,-98.6537256346945,5.13746085702248,51.8471840931036
"Water",-1.65028187804792,0.267267591618992,-2.1741167318559,-1.12644702423993,TRUE,3.2564993690153,1.71719005320515,5.12637270810608,TRUE,0.920886080141165,1.31041598479458,2.26414944473771,TRUE,-855.677062230857,-846.101702729672,9.57535950118529,426.288871062107
"Water",-1.73258321011642,0.301547469796972,-2.32360539054766,-1.14156102968517,TRUE,3.63654752381349,1.75120443202259,5.99383763588287,TRUE,0.99640802779525,1.32333080974584,2.44823153232754,TRUE,-672.032431003467,-665.685909259007,6.34652174445966,333.382823185903
"Water",-2.14349834589216,0.254820231384806,-2.64293682193854,-1.64405986984578,FALSE,2.60791021726792,1.39244004525884,4.06426086160322,TRUE,0.730870077249249,1.18001696820802,2.01600120575441,TRUE,-874.330338709048,-856.467963077211,17.8623756318365,434.996156871836
